titre;realisateur;date_debut_evenement;date_fin_evenement;cadre;lieu;adresse;arrondissement;adresse_complete;geo_coordinates
PARIS JE T'AIME;FREDERIC AUBURTIN;2005-08-11;2005-10-11;EXTERIEUR;RUE;GEOFFROY SAINT HILAIRE;75005;RUE GEOFFROY SAINT HILAIRE 75005 Paris France;48.841176, 2.355978
PARIS JE T'AIME;FREDERIC AUBURTIN;2005-08-25;2005-08-26;EXTERIEUR;RUE;DE LA BANQUE;75002;RUE DE LA BANQUE 75002 Paris France;48.867453, 2.340688
PARIS JE T'AIME;FREDERIC AUBURTIN;2005-09-09;2005-09-09;EXTERIEUR;RUE;DU FAUBOURG SAINT ANTOINE;75012;RUE DU FAUBOURG SAINT ANTOINE 75012 Paris France;48.850433, 2.380726
PARIS JE T'AIME;FREDERIC AUBURTIN;2005-07-18;2005-07-18;EXTERIEUR;RUE;FROCHOT;75009;RUE FROCHOT 75009 Paris France;48.880942, 2.337738
PARIS JE T'AIME;FREDERIC AUBURTIN;2005-08-25;2005-08-26;EXTERIEUR;RUE;DES PETITS PERES;75002;RUE DES PETITS PERES 75002 Paris France;48.866224, 2.340604
PARIS JE T'AIME;FREDERIC AUBURTIN;2005-02-11;2005-02-11;EXTERIEUR;RUE;DE TANGER;75019;RUE DE TANGER 75019 Paris France;48.886424, 2.369174
PARIS JE T'AIME;FREDERIC AUBURTIN;2005-08-22;2005-08-23;EXTERIEUR;RUE;EMERIAU;75015;RUE EMERIAU 75015 Paris France;48.849847, 2.286355
PRETE MOI TA MAIN/RENT A WIFE;ERIC LARTIGAU;2005-06-11;2005-06-11;EXTERIEUR;RUE;DE TURENNE;75004;RUE DE TURENNE 75004 Paris France;48.857094, 2.364412
QUELQUES JOURS EN SEPTEMBRE;SANTIAGO AMIGORENA;2005-10-31;2005-07-11;EXTERIEUR;PLACE;DU PERE TEILHARD DE CHARDIN;75004;PLACE DU PERE TEILHARD DE CHARDIN 75004 Paris France;48.841313, 2.350179
LES ANGES EXTERMINATEURS;JEAN CLAUDE BRISSEAU;2005-06-10;2005-07-10;EXTERIEUR;RUE;DES PETITS HOTELS;75010;RUE DES PETITS HOTELS 75010 Paris France;48.877464, 2.353378
LES ARISTOS;C. DE TURCKHEIM;2005-09-09;2005-09-09;EXTERIEUR;BOULEVARD;VINCENT AURIOL;75013;BOULEVARD VINCENT AURIOL 75013 Paris France;48.833906, 2.364923
LES ARISTOS;C. DE TURCKHEIM;2005-09-26;2005-09-26;EXTERIEUR;RUE;CHARLES CROS;75020;RUE CHARLES CROS 75020 Paris France;48.876738, 2.408045
ECHANGE;CHRISTIAN DITTER;2005-08-09;2005-08-09;EXTERIEUR;AVENUE;HUSSEIN 1ER DE JORDANIE;75016;AVENUE HUSSEIN 1ER DE JORDANIE 75016 Paris France;48.861649, 2.289984
ECHANGE;CHRISTIAN DITTER;2005-10-09;2005-10-09;EXTERIEUR;RUE;RAMBUTEAU;75003;RUE RAMBUTEAU 75003 Paris France;48.861046, 2.354028
TAKE THIS WALTZ;FLORENCE COLOMBANI;2005-07-09;2005-07-09;EXTERIEUR;RUE;SAINT ANTOINE;75004;RUE SAINT ANTOINE 75004 Paris France;48.854144, 2.364118
LES MURS PORT;CYRIL GELBLAT;2005-09-23;2005-09-23;DOMAINE PUBLIC;BOIS;DE VINCENNES;75012;BOIS DE VINCENNES 75012 Paris France;48.832576, 2.418326
LES MURS PORT;CYRIL GELBLAT;2005-09-16;2005-09-16;EXTERIEUR;RUE;DE LA VEGA;75012;RUE DE LA VEGA 75012 Paris France;48.838345, 2.405188
LES MURS PORT;CYRIL GELBLAT;2005-10-25;2005-10-25;EXTERIEUR;RUE;FRANCOIS 1ER;75008;RUE FRANCOIS 1ER 75008 Paris France;48.8676, 2.30538
EXES;MARTIN COGNITO;2005-09-16;2005-09-16;EXTERIEUR;BOULEVARD;DE COURCELLES;75008;BOULEVARD DE COURCELLES 75008 Paris France;48.88018, 2.307415
EXES;MARTIN COGNITO;2005-09-16;2005-09-16;EXTERIEUR;BOULEVARD;DES BATIGNOLLES;75008;BOULEVARD DES BATIGNOLLES 75008 Paris France;48.882364, 2.322324
LE CONCILE DE PIERRE;GUILLAUME NICLOUX;2005-11-14;2005-11-14;EXTERIEUR;AVENUE;RAPP (CONTRE ALLEE);75007;AVENUE RAPP (CONTRE ALLEE) 75007 Paris France;48.859167, 2.312778
LA FAUTE A FIDEL;JULIE GAVRAS;2005-10-20;2005-10-20;EXTERIEUR;AVENUE;MARCEL PROUST;75016;AVENUE MARCEL PROUST 75016 Paris France;48.856211, 2.282679
LA FAUTE A FIDEL;JULIE GAVRAS;2005-07-12;2005-07-12;EXTERIEUR;RUE;FOUCAULT;75016;RUE FOUCAULT 75016 Paris France;48.863405, 2.294926
PARIS, JE T'AIME;D. THOMAS;2005-08-10;2005-08-10;EXTERIEUR;RUE;DE LA POMPE;75016;RUE DE LA POMPE 75016 Paris France;48.865436, 2.279098
SOLIDAIRE;BAHRAM GUERANFAR;2005-10-10;2005-11-10;EXTERIEUR;RUE;DE PRONY;75017;RUE DE PRONY 75017 Paris France;48.882568, 2.303638
SOLIDAIRE;BAHRAM GUERANFAR;2005-10-17;2005-10-17;EXTERIEUR;RUE;DE PONY ANGLE RUE DE CHAZELLES;75017;RUE DE PONY ANGLE RUE DE CHAZELLES 75017 Paris France;48.880074, 2.304636
THE QUEEN;STEPHEN FREARS;2005-08-11;2005-08-11;EXTERIEUR;RUE;CASTIGLIONE (HOTEL INTERCONTINENTAL);75001;RUE CASTIGLIONE (HOTEL INTERCONTINENTAL) 75001 Paris France;48.86, 2.341111
TRES BIEN MERCI;EMMANUELLE CUAU;2005-12-13;2005-12-13;EXTERIEUR;RUE;ABEL;75012;RUE ABEL 75012 Paris France;48.847116, 2.375202
TRES BIEN MERCI;EMMANUELLE CUAU;2005-12-23;2005-12-23;EXTERIEUR;TERRE-PLEIN;DU BOULEVARD VINCENT AURIOL;75013;TERRE-PLEIN DU BOULEVARD VINCENT AURIOL 75013 Paris France;48.833906, 2.364923
REMAKE;ANTOINE DE CAUNES;2005-11-30;2005-11-30;EXTERIEUR;PLACE;SAINT AUGUSTIN;75008;PLACE SAINT AUGUSTIN 75008 Paris France;48.875131, 2.319833
ANDALUCIA;ALAIN GOMIS;2005-12-14;2005-12-14;EXTERIEUR;AVENUE;DES CHAMPS ELYSEES;75008;AVENUE DES CHAMPS ELYSEES 75008 Paris France;48.869576, 2.30825
ANDALUCIA;ALAIN GOMIS;2005-12-12;2005-12-12;EXTERIEUR;BOULEVARD;DES ITALIENS;75009;BOULEVARD DES ITALIENS 75009 Paris France;48.871489, 2.337097
ANDALUCIA;ALAIN GOMIS;2005-07-12;2005-07-12;EXTERIEUR;RUE;POLONCEAU;75018;RUE POLONCEAU 75018 Paris France;48.885819, 2.352547
ANDALUCIA;ALAIN GOMIS;2005-11-19;2005-11-19;EXTERIEUR;RUE;PIERRE LESCOT;75001;RUE PIERRE LESCOT 75001 Paris France;48.862436, 2.348488
NOS AMIS LES TERRIENS;BERNARD WERBER;2005-05-12;2005-05-12;DOMAINE PUBLIC;BOIS;DE VINCENNES;75012;BOIS DE VINCENNES 75012 Paris France;48.832576, 2.418326
MAUVAISE FOI;ROSCHDY ZEM;2005-12-21;2005-12-21;DOMAINE PUBLIC;BOIS;DE VINCENNES;75012;BOIS DE VINCENNES 75012 Paris France;48.832576, 2.418326
MAUVAISE FOI;ROSCHDY ZEM;2005-05-12;2005-05-12;DOMAINE PUBLIC;PISCINE;GEORGES RIGAL;75011;PISCINE GEORGES RIGAL 75011 Paris France;48.857993, 2.381153
MES COPINES;SYLVIE AYME;2006-11-03;2006-11-03;EXTERIEUR;PONT;SAINT LOUIS;75004;PONT SAINT LOUIS 75004 Paris France;48.852745, 2.352713
MES COPINES;SYLVIE AYME;2005-05-12;2005-05-12;EXTERIEUR;PONT;DE L'ARCHEVECHE;75004;PONT DE L'ARCHEVECHE 75004 Paris France;48.851604, 2.351582
MON MEILLEUR AMI;PATRICE LECONTE;2006-03-16;2006-03-16;EXTERIEUR;AVENUE;DU PARC;75016;AVENUE DU PARC 75016 Paris France;48.841024, 2.25459
MON MEILLEUR AMI;PATRICE LECONTE;2006-08-02;2006-08-02;EXTERIEUR;PONT;DE SOLFERINO;75007;PONT DE SOLFERINO 75007 Paris France;48.861816, 2.324701
MON MEILLEUR AMI;PATRICE LECONTE;2006-03-14;2006-03-14;EXTERIEUR;RUE;DE RENNES;75006;RUE DE RENNES 75006 Paris France;48.850174, 2.329825
MON MEILLEUR AMI;PATRICE LECONTE;2006-02-02;2006-02-02;EXTERIEUR;RUE;HERMEL;75018;RUE HERMEL 75018 Paris France;48.892513, 2.345053
MON MEILLEUR AMI;PATRICE LECONTE;2006-03-15;2006-03-15;EXTERIEUR;RUE;DE RENNES;75006;RUE DE RENNES 75006 Paris France;48.850174, 2.329825
DANS PARIS;CHRISTOPHE HONORE;2006-04-01;2006-04-01;EXTERIEUR;BOULEVARD;DE GRENELLE;75015;BOULEVARD DE GRENELLE 75015 Paris France;48.850242, 2.294599
DANS PARIS;CHRISTOPHE HONORE;2006-04-01;2006-04-01;EXTERIEUR;PARKING;PARC;75016;PARKING PARC 75016 Paris France;44.765717, 6.030459
DANS PARIS;CHRISTOPHE HONORE;2006-03-01;2006-03-01;EXTERIEUR;PONT;DE GRENELLE;75015;PONT DE GRENELLE 75015 Paris France;48.850046, 2.280452
DANS PARIS;CHRISTOPHE HONORE;2006-05-01;2006-05-01;EXTERIEUR;RUE;RAYNOUARD (MAISON DE BALZAC);75016;RUE RAYNOUARD (MAISON DE BALZAC) 75016 Paris France;48.855405, 2.28088
DANS PARIS;CHRISTOPHE HONORE;2006-05-01;2006-05-01;EXTERIEUR;RUE;DE L'ABBE GILET;75016;RUE DE L'ABBE GILET 75016 Paris France;48.856894, 2.280625
CHANGEMENT D'ADRESSE;EMMANUEL MOURET;2006-01-26;2006-01-26;EXTERIEUR;RUE;ASSELINE;75014;RUE ASSELINE 75014 Paris France;48.835006, 2.322513
CHANGEMENT D'ADRESSE;EMMANUEL MOURET;2006-01-20;2006-01-20;EXTERIEUR;RUE;ASSELINE;75014;RUE ASSELINE 75014 Paris France;48.835006, 2.322513
UN AMOUR DESASTREUX;KARA YOURI;2004-04-26;2004-04-26;EXTERIEUR;BERGES;DU PORT;75005;BERGES DU PORT 75005 Paris France;48.843491, 2.351834
UN AMOUR DESASTREUX;KARA YOURI;2004-04-24;2004-04-24;EXTERIEUR;COURS;LA REINE;75008;COURS LA REINE 75008 Paris France;48.864827, 2.3142
UN AMOUR DESASTREUX;KARA YOURI;2004-04-26;2004-04-26;EXTERIEUR;COURS;LA REINE;75008;COURS LA REINE 75008 Paris France;48.864827, 2.3142
UN AMOUR DESASTREUX;KARA YOURI;2004-04-29;2004-04-29;EXTERIEUR;PLACE;DE LA CONCORDE;75008;PLACE DE LA CONCORDE 75008 Paris France;48.865519, 2.321454
UN AMOUR DESASTREUX;KARA YOURI;2004-04-27;2004-04-27;EXTERIEUR;PLACE;DE LA CONCORDE;75008;PLACE DE LA CONCORDE 75008 Paris France;48.865519, 2.321454
UN AMOUR DESASTREUX;KARA YOURI;2004-04-26;2004-04-26;EXTERIEUR;PONT;ALEXANDRE III;75008;PONT ALEXANDRE III 75008 Paris France;48.863669, 2.313547
UN AMOUR DESASTREUX;KARA YOURI;2004-04-24;2004-04-24;EXTERIEUR;PONT;ALEXANDRE III;75008;PONT ALEXANDRE III 75008 Paris France;48.863669, 2.313547
UN AMOUR DESASTREUX;KARA YOURI;2004-04-29;2004-04-29;EXTERIEUR;PONT;DE L'ARCHEVECHE;75005;PONT DE L'ARCHEVECHE 75005 Paris France;48.851604, 2.351582
UN AMOUR DESASTREUX;KARA YOURI;2004-04-25;2004-04-25;EXTERIEUR;PONT;DE L'ARCHEVECHE;75005;PONT DE L'ARCHEVECHE 75005 Paris France;48.851604, 2.351582
UN AMOUR DESASTREUX;KARA YOURI;2004-04-28;2004-04-28;EXTERIEUR;PONT;DE LA CONCORDE;75008;PONT DE LA CONCORDE 75008 Paris France;48.86366, 2.319788
THE HAPPENING;NIGHT SHYALAMAN;2007-01-09;2007-01-09;EXTERIEUR;PLACE;DE LA CONCORDE;75008;PLACE DE LA CONCORDE 75008 Paris France;48.865519, 2.321454
LE GRAND ALIBI;PASCAL BONITZER;2007-09-25;2007-09-25;EXTERIEUR;RUE;HENRI MONNIER;75009;RUE HENRI MONNIER 75009 Paris France;
SANS COEUR;MICHELE ROSIER;2007-09-17;2007-09-17;EXTERIEUR;RUE;PERREE;75003;RUE PERREE 75003 Paris France;48.864641, 2.361339
SANS COEUR;MICHELE ROSIER;2007-09-17;2007-09-17;EXTERIEUR;RUE;EUGENE SPULLER;75003;RUE EUGENE SPULLER 75003 Paris France;48.864368, 2.361848
LE BAL DES ACTRICES;MAÏWEN LE BESCO;2007-10-24;2007-10-24;EXTERIEUR;RUE;BACHAUMONT;75002;RUE BACHAUMONT 75002 Paris France;48.865968, 2.346069
LE BAL DES ACTRICES;MAÏWEN LE BESCO;2007-09-28;2007-09-28;EXTERIEUR;RUE;DELBET;75014;RUE DELBET 75014 Paris France;
LE BAL DES ACTRICES;MAÏWEN LE BESCO;2007-10-18;2007-10-18;EXTERIEUR;RUE;MONTMARTRE;75002;RUE MONTMARTRE 75002 Paris France;48.867292, 2.344011
SUR TA JOUE ENNEMIE;J.X. DE LESTRADE;2007-09-25;2007-09-25;DOMAINE PUBLIC;SQUARE;SARAH BERNARDT;75020;SQUARE SARAH BERNARDT 75020 Paris France;
MES AMIS, MES AMOURS;LORRAINE LEVY;2007-05-10;2007-05-10;EXTERIEUR;RUE;POULMARCH;75010;RUE POULMARCH 75010 Paris France;
BOUQUET FINAL;MICHEL DELGADO;2007-12-20;2007-12-22;EXTERIEUR;PLACE;VAUBAN;75007;PLACE VAUBAN 75007 Paris France;48.853663, 2.312772
BOUQUET FINAL;MICHEL DELGADO;2007-05-11;2007-05-11;EXTERIEUR;RUE;CREMIEUX;75012;RUE CREMIEUX 75012 Paris France;48.847018, 2.371107
MUSEE HAUT, MUSEE BAS;JEAN MICHEL RIBES;2007-10-15;2007-10-15;DOMAINE PUBLIC;JARDIN;DU MUSEE DU PETIT PALAIS;75008;JARDIN DU MUSEE DU PETIT PALAIS 75008 Paris France;
MUSEE HAUT, MUSEE BAS;JEAN MICHEL RIBES;2007-12-11;2007-12-11;DOMAINE PUBLIC;MUSEE;DU PETIT PALAIS;75008;MUSEE DU PETIT PALAIS 75008 Paris France;
PARLEZ-MOI DE LA PLUIE;AGNES JAOUI;2007-10-15;2007-10-15;EXTERIEUR;FAUBOURG;SAINT DENIS ET R DE L'ECHIQUIER (ANGLE);75010;FAUBOURG SAINT DENIS ET R DE L'ECHIQUIER (ANGLE) 75010 Paris France;
OPERATION CAPUCINES;MAKA SIDIBE;2007-10-17;2007-10-17;EXTERIEUR;PLACE;DE LA REPUBLIQUE;75003;PLACE DE LA REPUBLIQUE 75003 Paris France;
OPERATION CAPUCINES;MAKA SIDIBE;2007-10-17;2007-10-17;EXTERIEUR;RUE;DU VOLTA;75003;RUE DU VOLTA 75003 Paris France;
COMME LES AUTRES/UNE FEMME DANS MA VIE;VINCENT GARENQ;2007-10-31;2007-10-31;EXTERIEUR;RUE;DES ENVIERGES;75020;RUE DES ENVIERGES 75020 Paris France;48.87228, 2.387681
BABY BLUES;DIANE BERTRAND;2007-10-19;2007-10-19;DOMAINE PUBLIC;PARC;DES BUTTES CHAUMONT;75019;PARC DES BUTTES CHAUMONT 75019 Paris France;48.879974, 2.381841
SECRET DEFENSE;PHILIPPE HAIM;2008-04-02;2008-04-02;EXTERIEUR;AVENUE;DES CHAMPS ELYSEES;75008;AVENUE DES CHAMPS ELYSEES 75008 Paris France;48.869576, 2.30825
SECRET DEFENSE;PHILIPPE HAIM;2008-02-20;2008-02-20;EXTERIEUR;AVENUE;DES CHAMPS ELYSEES;75008;AVENUE DES CHAMPS ELYSEES 75008 Paris France;48.869576, 2.30825
SECRET DEFENSE;PHILIPPE HAIM;2007-10-23;2007-10-23;DOMAINE PUBLIC;BOIS;DE VINCENNES;75012;BOIS DE VINCENNES 75012 Paris France;48.832576, 2.418326
SECRET DEFENSE;PHILIPPE HAIM;2008-05-02;2008-05-02;EXTERIEUR;HOTEL;RAPHAEL;75016;HOTEL RAPHAEL 75016 Paris France;
SECRET DEFENSE;PHILIPPE HAIM;2008-05-02;2008-05-02;EXTERIEUR;PLACE;CHARLES FILLION;75016;PLACE CHARLES FILLION 75016 Paris France;
SECRET DEFENSE;PHILIPPE HAIM;2008-02-20;2008-02-20;EXTERIEUR;RUE;PIERRE CHARRON;75008;RUE PIERRE CHARRON 75008 Paris France;
VERSAILLES;PIERRE SCHOELLER;2007-10-25;2007-10-25;EXTERIEUR;CARREFOUR;BD HAUSSMANN, BD DES ITALIENS;75002;CARREFOUR BD HAUSSMANN, BD DES ITALIENS 75002 Paris France;
VERSAILLES;PIERRE SCHOELLER;2007-11-15;2007-11-15;EXTERIEUR;PLACE;CHARLES FILLON;75018;PLACE CHARLES FILLON 75018 Paris France;
VERSAILLES;PIERRE SCHOELLER;2007-11-13;2007-11-13;EXTERIEUR;RUE;AUX OURS;75003;RUE AUX OURS 75003 Paris France;48.863147, 2.352022
VERSAILLES;PIERRE SCHOELLER;2007-10-25;2007-10-25;EXTERIEUR;RUE;DAMREMONT;75018;RUE DAMREMONT 75018 Paris France;48.891844, 2.335106
VERSAILLES;PIERRE SCHOELLER;2007-10-25;2007-10-25;EXTERIEUR;RUE;JEAN DOLLFUS;75018;RUE JEAN DOLLFUS 75018 Paris France;
35 RHUMS;CLAIRE DENIS;2007-10-12;2007-10-12;EXTERIEUR;CANAL;DE L'OURCQ;93500;CANAL DE L'OURCQ 93500 Paris France;
35 RHUMS;CLAIRE DENIS;2007-11-21;2007-11-21;EXTERIEUR;RUE;CUGNOT;75018;RUE CUGNOT 75018 Paris France;
35 RHUMS;CLAIRE DENIS;2007-04-12;2007-04-12;EXTERIEUR;RUE;DES ROSES;75018;RUE DES ROSES 75018 Paris France;
COLUCHE;ANTOINE DE CAUNES;2007-11-12;2007-11-12;DOMAINE PUBLIC;ROUTE;DE SURESNES;75016;ROUTE DE SURESNES 75016 Paris France;
POUR ELLE;F. CAVAYE;2007-11-12;2007-11-12;EXTERIEUR;BOULEVARD;DE LA CHAPELLE;75018;BOULEVARD DE LA CHAPELLE 75018 Paris France;48.884366, 2.356883
LES INSEPARABLES/CIRCUIT FERME;CHRISTINE DORY;2007-12-17;2007-12-17;EXTERIEUR;RUE;FRANCOIS MIRON;75004;RUE FRANCOIS MIRON 75004 Paris France;48.855659, 2.357158
LES INSEPARABLES/CIRCUIT FERME;CHRISTINE DORY;2007-11-22;2007-11-22;EXTERIEUR;RUE;DE LA GRANGE AUX BELLES;75010;RUE DE LA GRANGE AUX BELLES 75010 Paris France;48.875657, 2.367231
UN SIMPLE ESPION;NICOLAS SAADA;2007-11-23;2007-11-23;EXTERIEUR;RUE;HOUDIN;75011;RUE HOUDIN 75011 Paris France;
JE TE MANGERAIS;SOPHIE LALOY;2007-05-12;2007-05-12;EXTERIEUR;AVENUE;RYUSDAEL;75008;AVENUE RYUSDAEL 75008 Paris France;
JE TE MANGERAIS;SOPHIE LALOY;2007-05-12;2007-05-12;EXTERIEUR;AVENUE;DE MESSINE;75008;AVENUE DE MESSINE 75008 Paris France;48.876521, 2.31272
FRENCH FILM;JACKIE OUDNEY;2007-02-05;2007-03-05;EXTERIEUR;PASSERELLE;DEBILLY;75007;PASSERELLE DEBILLY 75007 Paris France;48.861718, 2.297551
MAANAR;I.V. SASI;2007-06-12;2007-06-12;EXTERIEUR;PLACE;DE LA CONCORDE;75008;PLACE DE LA CONCORDE 75008 Paris France;48.865519, 2.321454
MAANAR;I.V. SASI;2007-06-12;2007-06-12;EXTERIEUR;PONT;DE L'ARCHEVECHE;75005;PONT DE L'ARCHEVECHE 75005 Paris France;48.851604, 2.351582
MAANAR;I.V. SASI;2007-06-12;2007-06-12;DOMAINE PUBLIC;QUAI;MALAQUAIS;75006;QUAI MALAQUAIS 75006 Paris France;48.858164, 2.334424
PARUVA RAAGAM;RAVI NADARAJAN;2007-12-14;2007-12-14;EXTERIEUR;AVENUE;ALBERT 1ER DE MONACO;75016;AVENUE ALBERT 1ER DE MONACO 75016 Paris France;48.861649, 2.289984
PARUVA RAAGAM;RAVI NADARAJAN;2007-12-14;2007-12-14;EXTERIEUR;PONT;DE L'ARCHEVECHE;75005;PONT DE L'ARCHEVECHE 75005 Paris France;48.851604, 2.351582
PARUVA RAAGAM;RAVI NADARAJAN;2007-12-14;2007-12-14;EXTERIEUR;QUAI;CONTI;75006;QUAI CONTI 75006 Paris France;48.857199, 2.338628
PARUVA RAAGAM;RAVI NADARAJAN;2007-12-14;2007-12-14;EXTERIEUR;QUAI;DES SAINTS PERES;75006;QUAI DES SAINTS PERES 75006 Paris France;
CHRISTMAS IN PARIS;HANS ROYAARDS;2008-02-27;2008-02-27;DOMAINE PUBLIC;BERGES;DU QUAI D'ORLEANS;75004;BERGES DU QUAI D'ORLEANS 75004 Paris France;
LA FEMME INVISIBLE;AGATHE TEYSSIER;2008-01-22;2008-01-22;EXTERIEUR;PORT;SAINT DENIS;75010;PORT SAINT DENIS 75010 Paris France;
LA FEMME INVISIBLE;AGATHE TEYSSIER;2008-01-24;2008-01-24;EXTERIEUR;RUE;DU FAUBOURG DU TEMPLE;75010;RUE DU FAUBOURG DU TEMPLE 75010 Paris France;48.869691, 2.370054
LA FEMME INVISIBLE;AGATHE TEYSSIER;2008-09-01;2008-09-01;EXTERIEUR;RUE;VIEILLE DU TEMPLE;75003;RUE VIEILLE DU TEMPLE 75003 Paris France;48.860209, 2.361252
LA FEMME INVISIBLE;AGATHE TEYSSIER;2008-01-15;2008-01-15;EXTERIEUR;RUE;DES SAINTS PERES;75006;RUE DES SAINTS PERES 75006 Paris France;48.85511, 2.33076
LA FEMME INVISIBLE;AGATHE TEYSSIER;2008-09-01;2008-09-01;EXTERIEUR;RUE;DE TURENNE;75003;RUE DE TURENNE 75003 Paris France;48.860373, 2.364558
ENVOYES (TRES) SPECIAUX;FREDERIC AUBURTIN;2008-02-21;2008-02-21;EXTERIEUR;BOULEVARD;BARBES;75018;BOULEVARD BARBES 75018 Paris France;48.887872, 2.34953
ENVOYES (TRES) SPECIAUX;FREDERIC AUBURTIN;2008-01-21;2008-01-21;EXTERIEUR;PLACE;BOIELDIEU;75002;PLACE BOIELDIEU 75002 Paris France;48.870721, 2.337954
ENVOYES (TRES) SPECIAUX;FREDERIC AUBURTIN;2008-01-22;2008-01-22;EXTERIEUR;RUE;DE MARIVAUX;75002;RUE DE MARIVAUX 75002 Paris France;
ENVOYES (TRES) SPECIAUX;FREDERIC AUBURTIN;2008-03-26;2008-03-26;EXTERIEUR;RUE;CHARLES BAUDELAIRE;75012;RUE CHARLES BAUDELAIRE 75012 Paris France;
ENVOYES (TRES) SPECIAUX;FREDERIC AUBURTIN;2008-02-21;2008-02-21;EXTERIEUR;RUE;MYRHA;75018;RUE MYRHA 75018 Paris France;48.88699, 2.352573
ENVOYES (TRES) SPECIAUX;FREDERIC AUBURTIN;2008-02-21;2008-02-21;EXTERIEUR;RUE;POULET;75018;RUE POULET 75018 Paris France;48.887309, 2.349623
ENVOYES (TRES) SPECIAUX;FREDERIC AUBURTIN;2008-02-21;2008-02-21;EXTERIEUR;RUE;BELHOMME ET BD ROCHECHOUART (ANGLE);75018;RUE BELHOMME ET BD ROCHECHOUART (ANGLE) 75018 Paris France;
ENVOYES (TRES) SPECIAUX;FREDERIC AUBURTIN;2008-07-02;2008-07-02;EXTERIEUR;RUE;DU FAUBOURG SAINT MARTIN;75010;RUE DU FAUBOURG SAINT MARTIN 75010 Paris France;48.876831, 2.360984
UN HOMME ET SON CHIEN;FRANCIS HUSTER;2008-12-03;2008-12-03;EXTERIEUR;RUE;D'ALSACE;75010;RUE D'ALSACE 75010 Paris France;48.877875, 2.3583
TRANSPORT;OLIVIER MEGATON;2008-05-05;2008-05-05;EXTERIEUR;PLACE;SAINT AUGUSTIN;75008;PLACE SAINT AUGUSTIN 75008 Paris France;48.875131, 2.319833
LOL;LISA AZUELOS;2008-04-21;2008-04-21;EXTERIEUR;RUE;DU DOCTEUR GERMAIN SEE;75016;RUE DU DOCTEUR GERMAIN SEE 75016 Paris France;48.853705, 2.280051
ET SI...;OLEG OSSIPOV;2008-05-03;2008-06-03;EXTERIEUR;PONT;AU DOUBLE;75004;PONT AU DOUBLE 75004 Paris France;48.852611, 2.348438
ET SI...;OLEG OSSIPOV;2008-04-03;2008-04-03;EXTERIEUR;RUE;BRIQUET;75018;RUE BRIQUET 75018 Paris France;
TON PROCHAIN;ANNE RIITTA CICCONE;2008-03-19;2008-03-19;EXTERIEUR;BOULEVARD;PASTEUR;75015;BOULEVARD PASTEUR 75015 Paris France;48.842041, 2.313547
TON PROCHAIN;ANNE RIITTA CICCONE;2008-03-19;2008-03-19;EXTERIEUR;PLACE;DE BRETEUIL;75017;PLACE DE BRETEUIL 75017 Paris France;
TON PROCHAIN;ANNE RIITTA CICCONE;2008-03-17;2008-03-17;EXTERIEUR;PLACE;DU DOCTEUR LOBLIGEOIS;75017;PLACE DU DOCTEUR LOBLIGEOIS 75017 Paris France;
LES HERBES FOLLES;ALAIN RESNAIS;2008-06-25;2008-06-25;EXTERIEUR;AVENUE;FRANKLIN ROOSEVELT;75008;AVENUE FRANKLIN ROOSEVELT 75008 Paris France;48.869169, 2.310126
LES ZONES TURQUOISES;JALIL LESPERT;2008-07-04;2008-07-04;EXTERIEUR;FAUBOURG;ST-DENIS/ANGLE R DU CHATEAU D'EAU;75010;FAUBOURG ST-DENIS/ANGLE R DU CHATEAU D'EAU 75010 Paris France;
LES ZONES TURQUOISES;JALIL LESPERT;2008-07-04;2008-07-04;EXTERIEUR;RUE;FENELON;75010;RUE FENELON 75010 Paris France;48.87869, 2.351438
EDEN A L'OUEST;COSTA GAVRAS;2008-04-28;2008-04-28;EXTERIEUR;AVENUE;DES CHAMPS ELYSEES;75008;AVENUE DES CHAMPS ELYSEES 75008 Paris France;48.869576, 2.30825
EDEN A L'OUEST;COSTA GAVRAS;2008-04-28;2008-04-28;EXTERIEUR;BOULEVARD;BOURDON;75004;BOULEVARD BOURDON 75004 Paris France;48.850108, 2.366928
EDEN A L'OUEST;COSTA GAVRAS;2008-04-22;2008-04-22;EXTERIEUR;PLACE;NATHALIE LEMEL;75003;PLACE NATHALIE LEMEL 75003 Paris France;
EDEN A L'OUEST;COSTA GAVRAS;2008-01-05;2008-01-05;EXTERIEUR;RUE;DE LYON;75012;RUE DE LYON 75012 Paris France;48.84936, 2.370798
EDEN A L'OUEST;COSTA GAVRAS;2008-04-23;2008-04-23;EXTERIEUR;RUE;DE TURBIGO;75003;RUE DE TURBIGO 75003 Paris France;48.86454, 2.352086
EDEN A L'OUEST;COSTA GAVRAS;2008-05-05;2008-05-05;EXTERIEUR;RUE;DE SEINE;75006;RUE DE SEINE 75006 Paris France;48.854513, 2.336874
LE CODE A CHANGE;DANIELE THOMPSON;2008-05-28;2008-05-28;EXTERIEUR;AVENUE;RICHERAND;75010;AVENUE RICHERAND 75010 Paris France;48.872262, 2.366175
LE CODE A CHANGE;DANIELE THOMPSON;2008-05-28;2008-05-28;EXTERIEUR;RUE;MANIN;75019;RUE MANIN 75019 Paris France;48.883023, 2.385709
CHERI;STEPHEN FREARS;2008-05-20;2008-05-20;EXTERIEUR;RUE;PAUL SAUNIERE;75016;RUE PAUL SAUNIERE 75016 Paris France;
